Date;Price;Open;High;Low;Vol.;Change %
04/22/2021;1,782.00;1,794.50;1,798.10;1,777.10;163.75K;-0.62%
04/23/2021;1,777.80;1,784.00;1,796.30;1,769.50;175.85K;-0.24%
04/26/2021;1,780.10;1,776.10;1,783.10;1,768.20;143.36K;0.13%
04/27/2021;1,778.80;1,781.10;1,785.90;1,773.90;147.95K;-0.07%
04/28/2021;1,773.90;1,776.40;1,782.70;1,761.80;198.58K;-0.28%
04/29/2021;1,768.30;1,781.90;1,789.90;1,754.60;231.52K;-0.32%
04/30/2021;1,767.70;1,772.40;1,773.30;1,763.30;167.29K;-0.03%
05/03/2021;1,791.80;1,768.10;1,798.90;1,765.60;204.54K;1.36%
05/04/2021;1,776.00;1,793.20;1,799.50;1,769.20;246.59K;-0.88%
05/05/2021;1,784.30;1,778.40;1,788.10;1,769.30;178.81K;0.47%
05/06/2021;1,815.70;1,787.00;1,818.60;1,781.80;287.63K;1.76%
05/07/2021;1,831.30;1,815.40;1,844.60;1,813.40;367.70K;0.86%
05/10/2021;1,837.60;1,835.40;1,846.30;1,830.50;269.71K;0.34%
05/11/2021;1,836.10;1,836.20;1,842.50;1,817.80;311.10K;-0.08%
05/12/2021;1,822.80;1,838.20;1,844.70;1,813.00;339.21K;-0.72%
05/13/2021;1,824.00;1,816.20;1,829.10;1,808.40;249.93K;0.07%
05/14/2021;1,838.10;1,826.40;1,847.10;1,819.00;224.38K;0.77%
05/17/2021;1,867.60;1,845.90;1,869.30;1,841.10;267.71K;1.60%
05/18/2021;1,868.00;1,867.30;1,875.90;1,863.50;229.02K;0.02%
05/19/2021;1,881.50;1,870.20;1,891.30;1,852.20;398.21K;0.72%
05/20/2021;1,881.90;1,869.90;1,885.30;1,864.20;223.57K;0.02%
05/21/2021;1,876.70;1,878.10;1,890.30;1,870.30;234.29K;-0.28%
05/24/2021;1,884.50;1,883.50;1,887.90;1,875.70;183.31K;0.42%
05/25/2021;1,898.00;1,881.20;1,901.20;1,873.20;316.67K;0.72%
05/26/2021;1,903.80;1,900.00;1,913.30;1,890.70;178.18K;0.31%
05/27/2021;1,898.50;1,899.30;1,906.50;1,890.80;211.79K;-0.28%
05/28/2021;1,905.30;1,899.80;1,908.80;1,884.30;198.14K;0.36%
05/31/2021;1,905.00;1,906.80;1,919.20;1,894.50;290.65K;-0.02%
06/01/2021;1,905.00;1,906.80;1,919.20;1,894.50;290.65K;0.00%
06/02/2021;1,909.90;1,903.00;1,911.80;1,896.40;166.04K;0.26%
06/03/2021;1,873.30;1,910.50;1,912.30;1,866.70;278.58K;-1.92%
06/04/2021;1,892.00;1,872.70;1,899.00;1,855.60;228.83K;1.00%
06/07/2021;1,898.80;1,894.30;1,902.90;1,883.70;146.02K;0.36%
06/08/2021;1,894.40;1,901.60;1,906.90;1,885.70;173.60K;-0.23%
06/09/2021;1,895.50;1,894.40;1,901.70;1,889.30;147.33K;0.06%
06/10/2021;1,896.40;1,891.40;1,903.00;1,871.80;250.55K;0.05%
06/11/2021;1,879.60;1,901.90;1,906.20;1,876.10;220.46K;-0.89%
06/14/2021;1,865.90;1,879.60;1,879.70;1,845.70;242.30K;-0.73%
06/15/2021;1,856.40;1,867.80;1,870.90;1,853.00;155.34K;-0.51%
06/16/2021;1,861.40;1,861.00;1,866.00;1,804.40;234.10K;0.27%
06/17/2021;1,774.80;1,812.30;1,826.40;1,767.90;385.89K;-4.65%
06/18/2021;1,769.00;1,773.90;1,797.90;1,761.20;264.61K;-0.33%
06/21/2021;1,782.90;1,764.30;1,786.90;1,764.10;187.67K;0.79%
06/22/2021;1,777.40;1,783.20;1,790.10;1,771.20;172.75K;-0.31%
06/23/2021;1,783.40;1,779.10;1,795.60;1,773.10;179.27K;0.34%
06/24/2021;1,776.70;1,778.20;1,788.60;1,772.70;152.23K;-0.38%
06/25/2021;1,777.80;1,775.70;1,791.00;1,773.60;161.20K;0.06%
06/28/2021;1,780.70;1,782.00;1,786.10;1,770.40;160.79K;0.16%
06/29/2021;1,763.60;1,778.80;1,779.20;1,750.10;239.91K;-0.96%
06/30/2021;1,771.60;1,761.90;1,774.70;1,753.20;177.89K;0.45%
07/01/2021;1,776.80;1,770.80;1,783.40;1,765.90;171.44K;0.29%
07/02/2021;1,783.30;1,777.50;1,795.90;1,774.40;205.86K;0.37%
07/05/2021;1,794.20;1,787.50;1,815.70;1,784.70;276.60K;0.61%
07/06/2021;1,794.20;1,787.50;1,815.70;1,784.70;276.60K;0.00%
07/07/2021;1,802.10;1,797.00;1,810.20;1,794.10;171.08K;0.44%
07/08/2021;1,800.20;1,803.80;1,819.50;1,793.50;249.34K;-0.11%
07/09/2021;1,810.60;1,803.20;1,813.00;1,796.60;185.58K;0.58%
07/12/2021;1,805.90;1,808.50;1,811.00;1,791.00;201.42K;-0.26%
07/13/2021;1,809.90;1,806.70;1,818.00;1,798.70;242.18K;0.22%
07/14/2021;1,825.00;1,808.30;1,831.10;1,804.90;229.88K;0.83%
07/15/2021;1,829.00;1,828.70;1,835.00;1,820.60;175.61K;0.22%
07/16/2021;1,815.00;1,830.70;1,832.70;1,809.50;184.66K;-0.77%
07/19/2021;1,809.20;1,811.60;1,818.00;1,795.00;249.68K;-0.32%
07/20/2021;1,811.40;1,813.50;1,825.90;1,805.20;221.14K;0.12%
07/21/2021;1,803.40;1,810.60;1,814.40;1,794.30;218.64K;-0.44%
07/22/2021;1,805.40;1,803.90;1,808.40;1,791.90;193.32K;0.11%
07/23/2021;1,801.80;1,807.70;1,810.70;1,789.10;236.76K;-0.20%
07/26/2021;1,799.20;1,802.30;1,812.00;1,796.00;204.55K;-0.14%
07/27/2021;1,799.80;1,797.10;1,805.40;1,792.80;177.04K;0.03%
07/28/2021;1,799.70;1,798.60;1,809.00;1,790.70;209.78K;-0.01%
07/29/2021;1,835.80;1,806.60;1,832.60;1,806.10;212.07K;2.01%
07/30/2021;1,817.20;1,832.50;1,835.50;1,813.10;157.14K;-1.01%
08/02/2021;1,822.20;1,817.00;1,823.20;1,808.20;159.76K;0.28%
08/03/2021;1,814.10;1,816.80;1,818.20;1,809.50;103.45K;-0.44%
08/04/2021;1,814.50;1,813.70;1,835.90;1,808.30;244.68K;0.02%
08/05/2021;1,808.90;1,814.90;1,817.90;1,799.70;169.84K;-0.31%
08/06/2021;1,763.10;1,806.70;1,807.00;1,759.50;323.15K;-2.53%
08/09/2021;1,726.50;1,765.00;1,765.70;1,677.90;289.54K;-2.08%
08/10/2021;1,731.70;1,732.00;1,739.40;1,718.50;182.56K;0.30%
08/11/2021;1,753.30;1,730.40;1,756.70;1,724.60;185.44K;1.25%
08/12/2021;1,751.80;1,752.90;1,759.60;1,742.60;137.12K;-0.09%
08/13/2021;1,778.20;1,754.40;1,781.90;1,753.00;144.81K;1.51%
08/16/2021;1,789.80;1,780.90;1,791.30;1,772.00;137.70K;0.65%
08/17/2021;1,787.80;1,789.10;1,797.60;1,782.10;144.82K;-0.11%
08/18/2021;1,784.40;1,787.80;1,795.70;1,778.80;132.73K;-0.19%
08/19/2021;1,783.10;1,789.50;1,795.00;1,774.60;151.25K;-0.07%
08/20/2021;1,784.00;1,782.80;1,791.00;1,780.00;107.97K;0.05%
08/23/2021;1,806.30;1,781.20;1,809.10;1,778.00;156.32K;1.25%
08/24/2021;1,808.50;1,807.60;1,812.20;1,802.60;114.79K;0.12%
08/25/2021;1,791.00;1,805.10;1,805.30;1,784.00;163.46K;-0.97%
08/26/2021;1,795.20;1,793.00;1,800.40;1,781.30;134.53K;0.23%
08/27/2021;1,819.50;1,795.20;1,821.90;1,785.20;203.64K;1.35%
08/30/2021;1,812.20;1,821.60;1,826.50;1,810.00;104.88K;-0.40%
08/31/2021;1,818.10;1,812.20;1,821.90;1,803.40;170.39K;0.33%
09/01/2021;1,816.00;1,816.70;1,822.70;1,810.60;140.12K;-0.12%
09/02/2021;1,811.50;1,816.20;1,819.60;1,806.50;113.03K;-0.25%
09/03/2021;1,833.70;1,811.50;1,836.90;1,810.90;184.98K;1.23%
09/06/2021;1,798.50;1,833.50;1,833.50;1,793.70;252.48K;-1.92%
09/07/2021;1,798.50;1,833.50;1,833.50;1,793.70;252.48K;0.00%
09/08/2021;1,793.50;1,796.10;1,804.40;1,783.10;161.26K;-0.28%
09/09/2021;1,800.00;1,790.90;1,803.40;1,785.10;154.13K;0.36%
09/10/2021;1,792.10;1,796.20;1,806.00;1,788.20;136.25K;-0.44%
09/13/2021;1,794.40;1,789.80;1,800.20;1,784.40;114.31K;0.13%
09/14/2021;1,807.10;1,794.80;1,810.60;1,780.60;197.95K;0.71%
09/15/2021;1,794.80;1,806.60;1,808.50;1,791.70;139.30K;-0.68%
09/16/2021;1,756.70;1,795.50;1,797.30;1,745.50;255.27K;-2.12%
09/17/2021;1,751.40;1,754.60;1,767.80;1,747.10;183.25K;-0.30%
09/20/2021;1,763.80;1,754.20;1,768.40;1,742.30;152.45K;0.71%
09/21/2021;1,778.20;1,765.50;1,782.80;1,758.30;141.62K;0.82%
09/22/2021;1,778.80;1,775.00;1,788.40;1,764.60;172.35K;0.03%
09/23/2021;1,749.80;1,769.20;1,777.10;1,737.50;225.46K;-1.63%
09/24/2021;1,751.70;1,743.70;1,758.00;1,740.20;151.55K;0.11%
09/27/2021;1,752.00;1,751.80;1,760.90;1,744.70;137.57K;0.02%
09/28/2021;1,737.50;1,750.00;1,754.30;1,727.80;215.84K;-0.83%
09/29/2021;1,722.90;1,734.00;1,746.00;1,721.10;177.39K;-0.84%
09/30/2021;1,757.00;1,726.00;1,765.00;1,721.80;246.37K;1.98%
10/01/2021;1,758.40;1,757.20;1,765.20;1,749.90;151.20K;0.08%
10/04/2021;1,767.60;1,762.60;1,771.50;1,747.70;166.18K;0.52%
10/05/2021;1,760.90;1,770.80;1,771.10;1,748.60;151.42K;-0.38%
10/06/2021;1,761.80;1,760.50;1,765.90;1,745.40;159.22K;0.05%
10/07/2021;1,759.20;1,763.80;1,767.70;1,752.00;146.41K;-0.15%
10/08/2021;1,757.40;1,757.00;1,782.40;1,753.60;240.37K;-0.10%
10/11/2021;1,755.70;1,757.40;1,761.10;1,749.90;114.77K;-0.10%
10/12/2021;1,759.30;1,753.60;1,770.00;1,750.50;168.11K;0.21%
10/13/2021;1,794.70;1,760.40;1,797.40;1,757.90;299.04K;2.01%
10/14/2021;1,797.90;1,793.60;1,801.90;1,787.60;164.65K;0.18%
10/15/2021;1,768.30;1,797.30;1,797.70;1,765.10;202.63K;-1.65%
10/18/2021;1,765.70;1,767.50;1,772.50;1,760.30;152.74K;-0.15%
10/19/2021;1,770.50;1,764.80;1,786.00;1,763.40;166.97K;0.27%
10/20/2021;1,784.90;1,769.40;1,789.60;1,767.10;174.08K;0.81%
10/21/2021;1,781.90;1,782.50;1,790.30;1,776.80;138.73K;-0.17%
10/22/2021;1,796.30;1,783.70;1,815.50;1,783.40;312.81K;0.81%
10/25/2021;1,806.80;1,794.20;1,811.50;1,793.00;153.59K;0.58%
10/26/2021;1,793.40;1,808.70;1,809.80;1,783.00;197.93K;-0.74%
10/27/2021;1,798.80;1,795.00;1,801.00;1,784.30;182.80K;0.30%
10/28/2021;1,802.60;1,798.70;1,812.70;1,793.10;220.88K;0.21%
10/29/2021;1,783.90;1,801.50;1,802.90;1,772.40;254.51K;-1.04%
11/01/2021;1,795.80;1,785.30;1,797.50;1,780.20;143.33K;0.67%
11/02/2021;1,789.40;1,794.80;1,797.80;1,787.40;145.79K;-0.36%
11/03/2021;1,763.90;1,789.20;1,789.30;1,758.50;257.43K;-1.43%
11/04/2021;1,793.50;1,769.90;1,800.30;1,769.30;222.61K;1.68%
11/05/2021;1,816.80;1,792.60;1,820.10;1,785.30;299.62K;1.30%
11/08/2021;1,828.00;1,820.60;1,828.30;1,813.80;200.41K;0.62%
11/09/2021;1,830.80;1,826.90;1,834.80;1,821.00;224.41K;0.15%
11/10/2021;1,848.30;1,834.50;1,870.60;1,823.00;352.79K;0.96%
11/11/2021;1,863.90;1,851.50;1,868.70;1,845.10;205.31K;0.84%
11/12/2021;1,868.50;1,864.30;1,871.40;1,847.50;201.36K;0.25%
11/15/2021;1,866.60;1,872.60;1,873.00;1,858.50;221.21K;-0.10%
11/16/2021;1,854.10;1,864.90;1,879.50;1,851.00;220.43K;-0.67%
11/17/2021;1,870.20;1,851.60;1,870.60;1,851.10;172.42K;0.87%
11/18/2021;1,861.40;1,869.50;1,873.30;1,856.60;186.06K;-0.47%
11/19/2021;1,851.60;1,860.80;1,868.10;1,844.20;234.08K;-0.53%
11/22/2021;1,806.30;1,848.30;1,850.40;1,802.40;352.86K;-2.45%
11/23/2021;1,783.80;1,807.10;1,812.50;1,781.70;311.35K;-1.25%
11/24/2021;1,784.30;1,789.80;1,796.20;1,777.40;203.24K;0.03%
11/25/2021;1,785.50;1,789.60;1,816.30;1,778.60;186.80K;0.07%
11/26/2021;1,785.50;1,789.60;1,816.30;1,778.60;186.80K;0.00%
11/29/2021;1,785.20;1,791.70;1,798.90;1,779.10;151.37K;-0.02%
11/30/2021;1,776.50;1,786.90;1,811.40;1,771.20;242.86K;-0.49%
12/01/2021;1,784.30;1,777.40;1,795.70;1,773.70;180.34K;0.44%
12/02/2021;1,762.70;1,783.80;1,785.20;1,762.20;172.72K;-1.21%
12/03/2021;1,783.90;1,769.40;1,788.00;1,766.00;175.18K;1.20%
12/06/2021;1,779.50;1,787.70;1,789.00;1,776.40;104.48K;-0.25%
12/07/2021;1,784.70;1,779.50;1,789.30;1,772.40;129.89K;0.29%
12/08/2021;1,785.50;1,785.10;1,794.30;1,780.10;109.69K;0.04%
12/09/2021;1,776.70;1,784.30;1,788.40;1,773.30;123.97K;-0.49%
12/10/2021;1,784.80;1,776.30;1,791.00;1,770.40;142.00K;0.46%
12/13/2021;1,788.30;1,784.20;1,792.80;1,782.20;106.06K;0.20%
12/14/2021;1,772.30;1,787.60;1,789.80;1,766.10;153.25K;-0.89%
12/15/2021;1,764.50;1,771.90;1,781.30;1,753.00;161.10K;-0.44%
12/16/2021;1,798.20;1,777.90;1,800.70;1,775.70;167.78K;1.91%
12/17/2021;1,804.90;1,801.50;1,815.70;1,796.50;156.61K;0.37%
12/20/2021;1,794.60;1,800.20;1,804.60;1,789.00;105.39K;-0.57%
12/21/2021;1,788.70;1,791.40;1,801.70;1,785.00;134.15K;-0.33%
12/22/2021;1,802.20;1,789.40;1,806.30;1,785.80;110.41K;0.75%
12/23/2021;1,811.70;1,805.60;1,812.00;1,799.00;104.84K;0.53%
12/27/2021;1,808.80;1,810.20;1,814.60;1,803.60;84.23K;-0.16%
12/28/2021;1,810.90;1,812.10;1,821.60;1,805.50;100.54K;0.12%
12/29/2021;1,805.80;1,806.60;1,808.00;1,789.10;138.69K;-0.28%
12/30/2021;1,814.10;1,805.60;1,818.10;1,796.20;113.43K;0.46%
12/31/2021;1,828.60;1,817.00;1,831.40;1,815.40;106.60K;0.80%
01/03/2022;1,800.10;1,830.10;1,833.00;1,798.20;168.31K;-1.56%
01/04/2022;1,814.60;1,801.10;1,817.20;1,798.10;167.71K;0.81%
01/05/2022;1,825.10;1,815.20;1,830.70;1,808.20;173.34K;0.58%
01/06/2022;1,789.20;1,810.60;1,811.60;1,785.40;238.64K;-1.97%
01/07/2022;1,797.40;1,791.00;1,798.40;1,781.30;238.93K;0.46%
01/10/2022;1,798.80;1,796.40;1,802.00;1,789.30;173.04K;0.08%
01/11/2022;1,818.50;1,801.30;1,823.10;1,799.70;184.15K;1.10%
01/12/2022;1,827.30;1,821.30;1,828.20;1,814.40;192.98K;0.48%
01/13/2022;1,821.40;1,825.70;1,828.30;1,811.80;215.52K;-0.32%
01/14/2022;1,816.50;1,822.10;1,829.30;1,814.20;174.94K;-0.27%
01/17/2022;1,812.40;1,818.70;1,822.90;1,804.70;362.94K;-0.23%
01/18/2022;1,812.40;1,818.70;1,822.90;1,804.70;362.94K;0.00%
01/19/2022;1,843.20;1,812.90;1,843.90;1,809.00;318.49K;1.70%
01/20/2022;1,842.60;1,840.10;1,848.50;1,836.20;233.86K;-0.03%
01/21/2022;1,831.80;1,840.60;1,843.70;1,828.40;225.25K;-0.59%
01/24/2022;1,841.70;1,835.20;1,844.90;1,829.30;244.33K;0.54%
01/25/2022;1,852.50;1,843.60;1,854.20;1,834.40;197.80K;0.59%
01/26/2022;1,829.70;1,848.00;1,850.20;1,814.10;270.03K;-1.23%
01/27/2022;1,795.00;1,819.00;1,821.40;1,790.60;206.38K;-1.90%
01/28/2022;1,786.60;1,799.60;1,800.30;1,780.60;217.15K;-0.47%
01/31/2022;1,796.40;1,792.80;1,800.90;1,785.80;139.42K;0.55%
02/01/2022;1,801.50;1,798.90;1,809.70;1,796.20;128.88K;0.28%
02/02/2022;1,810.30;1,800.80;1,812.00;1,794.60;123.02K;0.49%
02/03/2022;1,804.10;1,807.40;1,809.50;1,788.50;173.72K;-0.34%
02/04/2022;1,807.80;1,805.40;1,815.80;1,792.10;177.71K;0.21%
02/07/2022;1,821.80;1,808.00;1,824.60;1,807.50;139.81K;0.77%
02/08/2022;1,827.90;1,821.50;1,829.90;1,816.00;142.41K;0.33%
02/09/2022;1,836.60;1,827.00;1,837.10;1,825.50;136.72K;0.48%
02/10/2022;1,837.40;1,834.00;1,843.30;1,821.80;227.46K;0.04%
02/11/2022;1,842.10;1,827.00;1,867.40;1,821.10;239.09K;0.26%
02/14/2022;1,869.40;1,862.20;1,876.50;1,851.90;231.02K;1.48%
02/15/2022;1,856.20;1,873.80;1,881.60;1,845.40;214.88K;-0.71%
02/16/2022;1,871.50;1,855.50;1,874.60;1,851.80;141.49K;0.82%
02/17/2022;1,902.00;1,872.00;1,904.00;1,869.70;268.55K;1.63%
02/18/2022;1,899.80;1,901.40;1,905.00;1,888.00;161.75K;-0.12%
02/21/2022;1,907.40;1,903.50;1,918.30;1,889.70;334.59K;0.40%
02/22/2022;1,907.40;1,903.50;1,918.30;1,889.70;334.59K;0.00%
02/23/2022;1,910.40;1,901.20;1,912.90;1,891.10;154.84K;0.16%
02/24/2022;1,926.30;1,911.90;1,976.50;1,878.60;423.05K;0.83%
02/25/2022;1,887.60;1,906.50;1,925.00;1,884.40;229.78K;-2.01%
02/28/2022;1,900.70;1,921.00;1,935.20;1,892.20;249.27K;0.69%
03/01/2022;1,943.80;1,908.40;1,952.60;1,903.00;224.00K;2.27%
03/02/2022;1,922.30;1,945.30;1,951.40;1,916.00;227.98K;-1.11%
03/03/2022;1,935.90;1,931.70;1,944.60;1,923.10;180.21K;0.71%
03/04/2022;1,966.60;1,938.50;1,974.90;1,931.50;241.53K;1.59%
03/07/2022;1,995.90;1,978.50;2,007.50;1,964.20;372.19K;1.49%
03/08/2022;2,043.30;2,001.00;2,078.80;1,985.80;447.65K;2.37%
03/09/2022;1,988.20;2,060.20;2,068.50;1,981.00;360.35K;-2.70%
03/10/2022;2,000.40;1,992.80;2,015.10;1,975.00;303.27K;0.61%
03/11/2022;1,985.00;2,000.30;2,004.00;1,960.60;262.09K;-0.77%
03/14/2022;1,960.80;1,988.70;1,994.80;1,952.00;162.20K;-1.22%
03/15/2022;1,929.70;1,953.70;1,956.90;1,908.10;220.37K;-1.59%
03/16/2022;1,909.20;1,920.10;1,930.10;1,895.20;195.46K;-1.06%
03/17/2022;1,943.20;1,928.40;1,951.00;1,924.00;149.83K;1.78%
03/18/2022;1,929.30;1,943.90;1,946.20;1,918.00;150.88K;-0.72%
03/21/2022;1,929.50;1,922.40;1,941.80;1,917.20;146.41K;0.01%
03/22/2022;1,921.50;1,936.10;1,939.50;1,909.80;153.28K;-0.41%
03/23/2022;1,937.30;1,920.90;1,948.80;1,915.60;153.31K;0.82%
03/24/2022;1,962.20;1,944.10;1,967.20;1,937.40;181.20K;1.29%
03/25/2022;1,954.20;1,957.80;1,965.10;1,942.60;147.90K;-0.41%
03/28/2022;1,939.80;1,958.70;1,959.80;1,915.70;181.37K;-0.74%
03/29/2022;1,918.00;1,922.40;1,929.40;1,888.30;214.61K;-1.12%
03/30/2022;1,939.00;1,924.00;1,943.40;1,920.10;136.04K;1.09%
03/31/2022;1,954.00;1,937.30;1,955.00;1,923.00;155.30K;0.77%
04/04/2022;1,930.60;1,924.50;1,938.00;1,917.80;147.26K;-1.20%
04/05/2022;1,924.10;1,934.40;1,945.00;1,918.10;153.97K;-0.34%
04/06/2022;1,919.70;1,924.80;1,932.00;1,914.00;122.81K;-0.23%
04/07/2022;1,934.70;1,923.80;1,937.10;1,920.40;142.50K;0.78%
04/11/2022;1,945.10;1,949.50;1,970.80;1,940.80;172.39K;0.54%
04/12/2022;1,973.20;1,953.50;1,979.20;1,951.00;132.03K;1.44%
04/13/2022;1,981.90;1,968.60;1,982.40;1,963.70;139.42K;0.44%
04/18/2022;1,983.60;1,974.80;2,000.00;1,972.50;181.44K;0.09%
04/19/2022;1,956.30;1,978.60;1,981.00;1,943.50;139.51K;-1.38%
04/20/2022;1,952.90;1,949.90;1,957.80;1,938.70;154.92K;-0.17%
04/21/2022;1,945.40;1,955.00;1,955.20;1,935.80;176.68K;-0.38%
04/25/2022;1,893.30;1,932.30;1,932.30;1,890.00;166.20K;-2.68%
04/26/2022;1,901.50;1,898.50;1,908.50;1,894.00;178.20K;0.43%
04/27/2022;1,885.80;1,903.10;1,903.10;1,879.20;170.91K;-0.83%
04/28/2022;1,891.30;1,886.80;1,897.80;1,870.90;177.14K;0.29%
05/02/2022;1,863.60;1,896.20;1,900.40;1,853.40;167.43K;-1.46%
05/03/2022;1,870.60;1,863.60;1,878.40;1,849.70;161.48K;0.38%
05/04/2022;1,868.80;1,868.30;1,892.00;1,861.10;218.39K;-0.10%
05/05/2022;1,875.70;1,884.10;1,910.70;1,872.30;194.28K;0.37%
05/09/2022;1,858.60;1,883.70;1,885.60;1,851.00;260.81K;-0.91%
05/10/2022;1,841.00;1,853.90;1,864.70;1,834.50;243.56K;-0.95%
05/11/2022;1,853.70;1,836.60;1,857.80;1,830.60;255.61K;0.69%
05/12/2022;1,824.60;1,852.30;1,858.80;1,820.10;179.48K;-1.57%
05/16/2022;1,814.00;1,809.40;1,826.00;1,785.00;137.29K;-0.58%
05/17/2022;1,818.90;1,823.90;1,834.80;1,811.00;150.35K;0.27%
05/18/2022;1,815.90;1,813.20;1,822.90;1,805.00;175.24K;-0.16%
05/19/2022;1,841.20;1,815.10;1,848.20;1,808.40;143.05K;1.39%
05/23/2022;1,847.80;1,844.40;1,864.30;1,843.30;174.76K;0.36%
05/24/2022;1,865.40;1,852.30;1,869.10;1,847.60;182.82K;0.95%
05/25/2022;1,846.30;1,865.40;1,866.70;1,838.70;123.36K;-1.02%
05/26/2022;1,847.60;1,851.80;1,852.80;1,836.30;123.76K;0.07%
05/31/2022;1,845.20;1,852.60;1,863.70;1,834.70;158.04K;-0.13%
06/01/2022;1,845.80;1,837.10;1,850.00;1,827.90;127.47K;0.03%
06/02/2022;1,868.40;1,846.80;1,870.70;1,844.00;115.34K;1.22%
06/06/2022;1,840.80;1,849.90;1,857.50;1,840.30;119.21K;-1.48%
06/07/2022;1,849.20;1,841.10;1,855.00;1,836.00;114.14K;0.46%
06/08/2022;1,853.60;1,852.00;1,859.10;1,844.40;131.29K;0.24%
06/09/2022;1,850.10;1,853.20;1,853.80;1,839.00;267.20K;-0.19%
06/13/2022;1,829.20;1,876.40;1,879.50;1,818.60;165.15K;-1.13%
06/14/2022;1,810.50;1,810.70;1,830.00;1,803.00;203.42K;-1.02%
06/15/2022;1,816.30;1,806.60;1,840.00;1,805.60;180.89K;0.32%
06/16/2022;1,846.60;1,831.90;1,855.80;1,815.80;141.72K;1.67%
06/21/2022;1,835.40;1,834.70;1,842.40;1,831.00;149.55K;-0.61%
06/22/2022;1,835.20;1,829.30;1,845.10;1,822.30;167.07K;-0.01%
06/23/2022;1,826.30;1,835.00;1,842.90;1,822.40;139.72K;-0.48%
06/27/2022;1,821.00;1,833.40;1,837.30;1,818.00;111.40K;-0.29%
06/28/2022;1,817.50;1,820.10;1,825.30;1,816.40;155.54K;-0.19%
06/29/2022;1,817.50;1,821.40;1,834.90;1,810.70;208.90K;0.00%
06/30/2022;1,807.30;1,819.20;1,826.80;1,802.50;249.49K;-0.56%
07/05/2022;1,763.90;1,814.40;1,815.20;1,763.00;258.82K;-2.40%
07/06/2022;1,736.50;1,764.20;1,771.50;1,730.70;151.26K;-1.55%
07/07/2022;1,739.70;1,737.20;1,748.20;1,734.70;189.18K;0.18%
07/11/2022;1,731.70;1,741.50;1,743.00;1,729.00;255.17K;-0.46%
07/12/2022;1,724.80;1,731.30;1,742.20;1,721.60;300.55K;-0.40%
07/13/2022;1,735.50;1,723.60;1,744.30;1,704.50;266.35K;0.62%
07/14/2022;1,705.80;1,733.60;1,734.80;1,695.00;176.80K;-1.71%
07/18/2022;1,710.20;1,706.40;1,722.00;1,704.40;131.77K;0.26%
07/19/2022;1,710.70;1,707.20;1,716.50;1,702.60;174.47K;0.03%
07/20/2022;1,700.20;1,709.50;1,712.70;1,690.10;248.88K;-0.61%
07/21/2022;1,713.40;1,693.70;1,719.50;1,678.40;200.62K;0.78%
07/25/2022;1,719.10;1,726.30;1,734.60;1,712.90;147.37K;0.33%
07/26/2022;1,717.70;1,717.90;1,726.40;1,711.50;144.87K;-0.08%
07/27/2022;1,719.10;1,715.20;1,739.60;1,709.10;192.86K;0.08%
07/28/2022;1,754.40;1,737.00;1,759.00;1,736.50;140.67K;2.05%
08/01/2022;1,772.70;1,767.70;1,777.00;1,759.80;174.17K;1.04%
08/02/2022;1,774.80;1,773.90;1,790.50;1,762.00;151.73K;0.12%
08/03/2022;1,760.90;1,763.00;1,774.00;1,754.80;153.29K;-0.78%
08/04/2022;1,791.20;1,765.80;1,795.50;1,764.10;168.90K;1.72%
08/08/2022;1,789.60;1,776.30;1,790.30;1,771.50;120.51K;-0.09%
08/09/2022;1,796.80;1,789.50;1,801.00;1,784.00;154.59K;0.40%
08/10/2022;1,798.50;1,796.00;1,809.10;1,788.20;121.26K;0.09%
08/11/2022;1,792.10;1,792.30;1,799.00;1,784.00;118.65K;-0.36%
08/15/2022;1,783.30;1,803.70;1,803.70;1,772.80;94.40K;-0.49%
08/16/2022;1,774.90;1,780.10;1,783.00;1,770.50;137.83K;-0.47%
08/17/2022;1,761.90;1,775.50;1,781.70;1,759.00;124.32K;-0.73%
08/18/2022;1,756.50;1,763.00;1,771.00;1,754.60;138.70K;-0.31%
08/22/2022;1,734.40;1,747.00;1,747.00;1,726.00;145.26K;-1.26%
08/23/2022;1,747.30;1,734.60;1,753.00;1,730.00;112.65K;0.74%
08/24/2022;1,747.80;1,746.00;1,755.20;1,742.00;117.57K;0.03%
08/25/2022;1,757.80;1,751.10;1,765.10;1,750.00;176.90K;0.57%
08/29/2022;1,736.70;1,736.00;1,741.00;1,718.20;130.66K;-1.20%
08/30/2022;1,726.90;1,740.50;1,743.10;1,723.70;176.73K;-0.56%
08/31/2022;1,716.90;1,725.80;1,728.70;1,711.70;198.62K;-0.58%
09/01/2022;1,699.60;1,713.10;1,713.10;1,689.80;174.68K;-1.01%
09/06/2022;1,703.40;1,715.00;1,727.00;1,701.00;173.62K;0.22%
09/07/2022;1,718.20;1,703.20;1,721.40;1,692.50;184.18K;0.87%
09/08/2022;1,710.60;1,720.30;1,729.30;1,704.40;154.71K;-0.44%
09/12/2022;1,730.80;1,719.20;1,736.40;1,712.70;232.70K;1.18%
09/13/2022;1,707.10;1,725.80;1,732.80;1,696.90;163.29K;-1.37%
09/14/2022;1,698.20;1,702.50;1,706.80;1,692.80;268.09K;-0.52%
09/15/2022;1,666.80;1,696.80;1,696.80;1,658.70;217.23K;-1.85%
09/19/2022;1,667.60;1,673.00;1,678.00;1,657.10;143.93K;0.05%
