Date;Price;Open;High;Low;Vol.;Change %
01/28/2026;5,321.00;5,198.00;5,433.50;5,175.00;10.33K;4.30%
01/29/2026;5,354.80;5,449.90;5,626.80;5,126.00;570.06K;0.64%
01/30/2026;4,745.10;5,410.00;5,480.20;4,700.40;508.00K;-11.39%
02/02/2026;4,652.60;4,816.00;4,905.60;4,423.20;385.98K;-1.95%
02/03/2026;4,935.00;4,691.00;5,018.10;4,690.20;260.11K;6.07%
02/04/2026;4,950.80;4,966.10;5,113.90;4,867.70;245.96K;0.32%
02/05/2026;4,889.50;4,986.60;5,045.00;4,779.60;234.59K;-1.24%
02/06/2026;4,979.80;4,800.00;4,995.60;4,670.00;177.81K;1.85%
02/09/2026;5,079.40;5,003.60;5,111.10;4,988.60;124.15K;2.00%
02/10/2026;5,031.00;5,084.30;5,102.70;5,011.00;105.66K;-0.95%
02/11/2026;5,098.50;5,048.00;5,144.50;5,036.30;129.97K;1.34%
02/12/2026;4,948.40;5,107.30;5,122.80;4,900.00;161.62K;-2.94%
02/13/2026;5,046.30;4,950.00;5,069.10;4,907.10;123.02K;1.98%
02/15/2026;5,039.06;5,053.00;5,070.00;5,026.44;;-0.14%
02/16/2026;5,010.11;5,038.09;5,050.60;4,985.44;42.20K;-0.57%
02/17/2026;4,905.90;5,050.00;5,074.40;4,854.20;166.71K;-2.08%
02/18/2026;5,009.50;4,898.50;5,031.90;4,868.50;98.20K;2.11%
02/19/2026;4,997.40;4,993.70;5,042.80;4,971.50;87.03K;-0.24%
02/20/2026;5,080.90;5,015.00;5,131.00;4,999.30;136.74K;1.67%
02/23/2026;5,207.50;5,114.00;5,236.70;5,103.20;1.62K;2.49%
02/24/2026;5,157.80;5,243.40;5,250.00;5,091.80;1.51K;-0.95%
02/25/2026;5,208.00;5,135.60;5,214.00;5,129.50;1.77K;0.97%
02/26/2026;5,194.20;5,175.30;5,221.90;5,144.80;131.63K;-0.26%
02/27/2026;5,247.90;5,201.90;5,299.00;5,182.90;151.66K;1.03%
03/02/2026;5,311.60;5,360.00;5,434.10;5,272.90;227.84K;1.21%
03/03/2026;5,123.70;5,335.70;5,394.20;5,005.00;273.22K;-3.54%
03/04/2026;5,134.70;5,110.00;5,218.30;5,092.80;146.89K;0.21%
03/05/2026;5,078.70;5,155.70;5,204.30;5,058.90;151.85K;-1.09%
03/06/2026;5,158.70;5,099.70;5,185.00;5,071.00;160.27K;1.58%
03/09/2026;5,103.70;5,186.70;5,210.40;5,021.20;181.75K;-1.07%
03/10/2026;5,242.10;5,152.40;5,248.70;5,127.10;179.58K;2.71%
03/11/2026;5,179.10;5,194.00;5,230.90;5,155.90;140.34K;-1.20%
03/12/2026;5,125.80;5,185.40;5,197.80;5,058.20;153.53K;-1.03%
03/13/2026;5,061.70;5,084.00;5,132.40;5,014.10;160.33K;-1.25%
03/16/2026;5,039.40;5,049.30;5,082.00;5,009.50;32.01K;-0.44%
03/17/2026;5,045.60;5,049.10;5,085.00;5,014.40;20.54K;0.12%
03/18/2026;4,932.90;5,046.60;5,058.40;4,846.60;47.59K;-2.23%
03/19/2026;4,640.50;4,860.50;4,903.30;4,539.50;66.19K;-5.93%
03/20/2026;4,609.60;4,689.40;4,773.30;4,512.10;48.02K;-0.67%
03/23/2026;4,423.60;4,475.00;4,542.60;4,124.40;4.92K;-4.04%
03/24/2026;4,418.00;4,434.00;4,500.00;4,330.00;2.85K;-0.13%
03/25/2026;4,568.60;4,487.90;4,616.30;4,475.00;3.93K;3.41%
03/26/2026;4,392.30;4,539.80;4,552.20;4,366.70;4.51K;-3.86%
03/27/2026;4,508.60;4,398.10;4,568.30;4,389.40;5.22K;2.65%
03/30/2026;4,557.50;4,520.00;4,611.40;4,444.70;157.75K;1.08%
03/31/2026;4,678.60;4,538.90;4,717.60;4,510.00;176.39K;2.66%
04/01/2026;4,813.10;4,698.40;4,821.00;4,690.00;166.76K;2.87%
04/02/2026;4,679.70;4,783.00;4,825.90;4,580.40;190.44K;-2.77%
04/03/2026;4,679.70;4,783.00;4,825.90;4,580.40;;0.00%
04/06/2026;4,684.70;4,675.00;4,733.10;4,626.20;89.41K;0.11%
04/07/2026;4,684.70;4,678.60;4,745.70;4,631.90;145.71K;0.00%
04/08/2026;4,777.20;4,747.20;4,888.00;4,720.60;215.12K;1.97%
04/09/2026;4,818.00;4,744.80;4,826.00;4,718.60;133.63K;0.85%
04/10/2026;4,787.40;4,790.50;4,820.00;4,752.70;121.57K;-0.64%
04/13/2026;4,767.40;4,710.00;4,774.40;4,626.00;127.32K;-0.42%
04/14/2026;4,850.10;4,769.30;4,870.30;4,767.60;129.59K;1.73%
04/15/2026;4,823.60;4,862.70;4,895.40;4,807.90;106.71K;-0.55%
04/16/2026;4,808.30;4,813.60;4,861.30;4,792.10;108.86K;-0.32%
04/17/2026;4,879.60;4,811.80;4,917.70;4,785.90;135.44K;1.48%
04/20/2026;4,828.80;4,811.80;4,847.90;4,752.00;123.21K;-1.04%
04/21/2026;4,719.60;4,842.40;4,854.80;4,685.80;177.09K;-2.26%
04/22/2026;4,753.00;4,738.70;4,790.80;4,733.10;100.06K;0.71%
04/23/2026;4,724.00;4,759.20;4,771.30;4,680.10;153.54K;-0.61%
04/24/2026;4,740.90;4,715.60;4,757.10;4,672.20;103.22K;0.36%
04/27/2026;4,676.90;4,692.50;4,728.30;4,664.80;2.58K;-1.35%
04/28/2026;4,592.00;4,682.50;4,698.40;4,555.50;2.66K;-1.82%
04/29/2026;4,561.50;4,611.40;4,624.30;4,522.20;126.42K;-0.66%
04/30/2026;4,629.60;4,557.00;4,658.80;4,550.80;119.64K;1.49%
05/01/2026;4,644.50;4,636.90;4,673.00;4,570.00;93.23K;0.32%
05/04/2026;4,533.30;4,644.00;4,650.60;4,510.10;117.01K;-2.39%
05/05/2026;4,568.50;4,534.00;4,597.50;4,522.70;88.28K;0.78%
05/06/2026;4,694.30;4,569.30;4,734.60;4,556.10;160.44K;2.75%
05/07/2026;4,710.90;4,702.20;4,775.20;4,693.30;159.53K;0.35%
05/08/2026;4,730.70;4,682.50;4,760.40;4,671.00;122.01K;0.42%
05/11/2026;4,728.70;4,690.00;4,758.40;4,655.10;147.40K;-0.04%
05/12/2026;4,686.70;4,745.30;4,783.40;4,645.20;146.32K;-0.89%
05/13/2026;4,706.70;4,722.30;4,734.80;4,676.00;120.05K;0.43%
05/14/2026;4,685.30;4,696.80;4,725.80;4,649.30;102.97K;-0.45%
05/15/2026;4,561.90;4,654.50;4,670.10;4,513.80;169.76K;-2.63%
05/18/2026;4,591.80;4,580.00;4,622.50;4,517.60;27.16K;0.66%
05/19/2026;4,544.50;4,608.00;4,625.30;4,500.30;22.84K;-1.03%
05/20/2026;4,569.10;4,519.20;4,591.20;4,488.00;44.76K;0.54%
05/21/2026;4,576.60;4,579.90;4,605.40;4,522.40;65.10K;0.16%
05/22/2026;4,556.40;4,580.20;4,581.00;4,521.80;44.28K;-0.44%
05/26/2026;4,502.30;4,532.00;4,583.30;4,480.00;254.52K;-1.19%
05/27/2026;4,481.50;4,507.40;4,528.10;4,398.50;205.28K;-0.46%
05/28/2026;4,532.40;4,488.00;4,547.10;4,395.60;153.47K;1.14%
05/29/2026;4,593.00;4,527.60;4,627.10;4,519.50;133.44K;1.34%
06/01/2026;4,506.30;4,575.20;4,577.30;4,476.00;116.79K;-1.89%
06/02/2026;4,519.90;4,515.80;4,571.30;4,492.30;100.31K;0.30%
06/03/2026;4,466.90;4,520.00;4,525.10;4,454.00;106.69K;-1.17%
06/04/2026;4,505.00;4,462.60;4,543.20;4,450.10;109.64K;0.85%
06/05/2026;4,365.30;4,503.00;4,508.70;4,336.60;179.31K;-3.10%
06/08/2026;4,363.40;4,354.00;4,377.50;4,293.00;144.09K;-0.04%
06/09/2026;4,286.40;4,354.70;4,388.60;4,259.90;138.10K;-1.76%
06/10/2026;4,133.30;4,276.10;4,281.10;4,090.10;206.03K;-3.57%
06/11/2026;4,114.00;4,094.40;4,241.30;4,046.20;206.27K;-0.47%
06/12/2026;4,238.80;4,234.90;4,267.80;4,191.10;136.15K;3.03%
06/15/2026;4,351.60;4,289.40;4,391.50;4,283.40;132.14K;2.66%
06/16/2026;4,354.40;4,331.30;4,376.50;4,326.70;89.93K;0.06%
06/17/2026;4,381.40;4,352.60;4,403.60;4,237.40;160.54K;0.62%
06/18/2026;4,245.90;4,275.10;4,350.20;4,220.30;139.53K;-3.09%
06/19/2026;4,172.90;4,207.47;4,216.90;4,139.20;73.11K;-1.72%
06/22/2026;4,202.70;4,231.20;4,238.10;4,138.70;177.66K;0.71%
06/23/2026;4,149.40;4,210.80;4,216.00;4,108.20;118.50K;-1.27%
06/24/2026;4,008.80;4,130.00;4,132.40;3,975.70;189.39K;-3.39%
06/25/2026;4,047.60;4,019.00;4,060.00;3,976.30;147.35K;0.97%
06/26/2026;4,096.30;4,044.40;4,111.50;3,998.10;118.97K;1.20%
06/29/2026;4,038.90;4,101.10;4,102.90;4,012.00;107.42K;-1.40%
06/30/2026;4,038.50;4,032.50;4,078.10;3,955.40;125.41K;-0.01%
07/01/2026;4,082.40;4,025.00;4,131.00;3,973.00;146.95K;1.09%
07/02/2026;4,125.70;4,049.20;4,157.10;4,042.80;125.51K;1.06%
07/03/2026;4,187.30;4,139.65;4,207.90;4,136.20;54.67K;1.49%
07/06/2026;4,167.50;4,138.00;4,215.50;4,133.80;147.56K;-0.47%
07/07/2026;4,157.40;4,176.40;4,192.40;4,102.70;110.33K;-0.24%
07/08/2026;4,082.40;4,106.50;4,144.70;4,032.50;170.83K;-1.80%
07/09/2026;4,140.80;4,087.60;4,148.40;4,063.40;125.06K;1.43%
07/10/2026;4,113.70;4,135.40;4,144.60;4,081.70;98.75K;-0.65%
07/13/2026;4,005.70;4,106.60;4,111.60;3,992.90;154.81K;-2.63%
07/14/2026;4,069.70;4,005.90;4,112.50;3,990.40;151.12K;1.60%
07/15/2026;4,051.80;4,059.80;4,089.10;4,023.30;113.03K;-0.44%
07/16/2026;3,992.10;4,068.90;4,071.90;3,973.40;125.06K;-1.47%
07/17/2026;4,018.80;3,980.10;4,028.90;3,963.00;112.28K;0.67%
07/20/2026;4,015.90;4,005.60;4,046.00;3,986.50;102.85K;-0.07%
07/21/2026;4,076.40;4,013.40;4,092.50;4,003.30;119.96K;1.51%
07/22/2026;4,151.90;4,084.70;4,171.40;4,081.00;132.78K;1.85%
07/23/2026;4,050.20;4,126.00;4,144.00;4,042.50;159.89K;-2.45%
07/24/2026;4,070.80;4,053.40;4,085.20;4,024.00;120.07K;0.51%
07/27/2026;4,077.00;4,097.50;4,119.30;4,067.10;135.09K;0.15%
07/28/2026;4,038.70;4,083.00;4,085.70;4,011.10;167.76K;-0.94%
07/29/2026;4,097.00;4,084.00;4,176.80;4,053.90;181.84K;1.44%
07/30/2026;4,160.60;4,126.70;4,180.20;4,085.00;149.37K;1.55%
07/31/2026;4,107.00;4,163.90;4,170.70;4,076.40;110.63K;-1.29%
08/03/2026;4,090.50;4,135.20;4,145.50;4,074.00;93.29K;-0.40%
08/04/2026;4,152.60;4,109.60;4,163.80;4,098.20;118.83K;1.52%
08/05/2026;4,305.20;4,133.80;4,328.20;4,121.60;211.90K;3.67%
08/06/2026;4,299.60;4,307.00;4,363.70;4,281.20;167.62K;-0.13%
08/07/2026;4,399.70;4,298.30;4,432.30;4,288.00;190.64K;2.33%
08/10/2026;4,419.70;4,400.00;4,453.80;4,373.90;118.61K;0.45%
08/11/2026;4,441.10;4,446.90;4,495.00;4,415.70;138.13K;0.48%
08/12/2026;4,467.50;4,430.00;4,502.70;4,421.40;153.09K;0.59%
08/13/2026;4,420.40;4,468.80;4,509.10;4,400.00;139.22K;-1.05%
08/14/2026;4,437.30;4,408.20;4,454.60;4,365.50;126.96K;0.38%
08/17/2026;4,473.70;4,440.00;4,486.50;4,422.30;121.05K;0.82%
08/18/2026;4,420.60;4,473.40;4,493.10;4,383.30;131.15K;-1.19%
08/19/2026;4,545.30;4,391.40;4,582.80;4,378.00;250.48K;2.82%
08/20/2026;4,571.40;4,580.00;4,597.10;4,506.00;186.48K;0.57%
08/21/2026;4,680.60;4,577.00;4,690.40;4,565.50;195.57K;2.39%
08/24/2026;4,697.80;4,673.40;4,738.50;4,651.80;206.80K;0.37%
08/25/2026;4,694.50;4,710.10;4,755.00;4,659.50;176.78K;-0.07%
08/26/2026;4,653.30;4,715.70;4,730.90;4,638.20;151.46K;-0.88%
08/27/2026;4,664.00;4,650.00;4,697.70;4,616.00;140.30K;0.23%
08/28/2026;4,529.90;4,656.00;4,688.00;4,495.00;274.60K;-2.88%
08/31/2026;4,481.50;4,483.20;4,521.50;4,445.60;152.22K;-1.07%
